"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","consent","fav_China","fav_France","fav_Korea","fav_UK","fav_US","fav_Russia","fav_UN","fav_WHO","interest","leader_sup","hawk_dove","priming_1","priming_2","priming_3","priming_4","DV1_G1","DV2_G1","DV3_G1","DV4_G1","DV5_G1","DV6_G1","DV7_G1","DV8_G1","DV9_G1","DV10_G1","DV11_G1","DV12_G1","DV1_G2","DV2_G2","DV3_G2","DV4_G2","DV5_G2","DV6_G2","DV7_G2","DV8_G2","DV9_G2","DV10_G2","DV11_G2","DV12_G2","DV1_G3","DV2_G3","DV3_G3","DV4_G3","DV5_G3","DV6_G3","DV7_G3","DV8_G3","DV9_G3","DV10_G3","DV11_G3","DV12_G3","DV1_G4","DV2_G4","DV3_G4","DV4_G4","DV5_G4","DV6_G4","DV7_G4","DV8_G4","DV9_G4","DV10_G4","DV11_G4","DV12_G4","DV1_G5","DV2_G5","DV3_G5","DV4_G5","DV5_G5","DV6_G5","DV7_G5","DV8_G5","DV9_G5","DV1_G6","DV2_G6","DV3_G6","DV4_G6","DV5_G6","DV6_G6","DV7_G6","DV8_G6","DV9_G6","knowledge","SDO1","SDO2","SDO3","SDO4","SDO5","SDO6","SDO7","SDO8","SDO9","SDO10","SDO11","SDO12","SDO13","SDO14","SDO15","SDO16","check1","check2","liberal","age","gender","education","free_writing"
2021-01-21 23:21:07,2021-01-21 23:31:13,100,606,TRUE,2021-01-21 23:31:14,"JA","同意する",2,72,2,70,71,3,60,60,"かなり注意を払っている","どちらかと言えば支持していない","タカ派","強く同意する","どちらかといえば同意する","強く同意する","現状のように米国との安全保障にただ乗りしているようでは、国際的な地位は低下していくと思う。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスを下げる影響がある","そう思う","そう思う","そう思う","そう思わない","そう思う","そう思う","国際社会の上位30～49パーセント","授権決議はあったはずだ","１　全く同意しない／反対する","１　全く同意しない／反対する","３","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","中東のB国への自衛隊派遣","国連主導の平和維持活動","7","1953年","男性","大学卒業","安全保障問題を国民一人一人が真剣に考え国際平和に貢献できるよう議論できる世の中になれば良いと思う。"
2021-01-21 23:28:57,2021-01-21 23:31:15,100,137,TRUE,2021-01-21 23:31:15,"JA","同意する",0,0,50,0,0,0,0,0,"あまり注意を払っていない","どちらかと言えば支持していない","わからない",NA,NA,NA,NA,"支持する","ステータスには影響はない","どちらでもない","どちらでもない","そう思う","そう思わない","どちらでもない","そう思わない","国際社会の上位16～29パーセント","わからない","ステータスを上げる影響をもつ","国際社会の上位30～49パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はあったはずだ","４","５","４","２","２","３","６","４","７　完全に同意する／賛成する","６","７　完全に同意する／賛成する","１　全く同意しない／反対する","６","３","４","３","自衛隊の早期撤退","アメリカ主導の平和維持活動","6","1988年","男性","大学卒業",NA
2021-01-21 23:26:24,2021-01-21 23:31:24,100,299,TRUE,2021-01-21 23:31:25,"JA","同意する",41,60,60,73,70,45,80,80,"やや注意を払っている","どちらかと言えば支持していない","ハト派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","ステータスを下げる影響がある","どちらでもない","そう思う","そう思う","そう思わない","どちらでもない","そう思わない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はなかったはずだ","１　全く同意しない／反対する","１　全く同意しない／反対する","４","１　全く同意しない／反対する","４","１　全く同意しない／反対する","１　全く同意しない／反対する","４","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","６","５","７　完全に同意する／賛成する","５","７　完全に同意する／賛成する","中東のB国への自衛隊派遣","どれでもない","4","1958年","女性","大学卒業",NA
2021-01-21 23:14:13,2021-01-21 23:31:34,100,1041,TRUE,2021-01-21 23:31:34,"JA","同意する",0,69,0,71,76,11,74,59,"かなり注意を払っている","まったく支持していない","ハト派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスには影響はない","そう思わない","そう思わない","そう思わない","そう思う","そう思う","そう思わない","国際社会の上位6～15パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","２","１　全く同意しない／反対する","２","１　全く同意しない／反対する","２","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","４","４","６","５","５","５","５","５","中東のB国への自衛隊派遣","どれでもない","6","1963年","男性","大学卒業",NA
2021-01-21 23:29:56,2021-01-21 23:31:43,100,107,TRUE,2021-01-21 23:31:44,"JA","同意する",32,42,15,49,58,33,40,56,"やや注意を払っている","まったく支持していない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"答えたくない","ステータスを下げる影響がある","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","国際社会の50パーセント以下","わからない","ステータスには影響はない","国際社会の上位30～49パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","５","４","４","６","５","５","５","５","５","６","６","５","６","５","５","５","自衛隊の早期撤退","アメリカ主導の平和維持活動","10 (保守)","1987年","男性","大学卒業",NA
2021-01-21 23:28:36,2021-01-21 23:31:47,100,191,TRUE,2021-01-21 23:31:47,"JA","同意する",5,5,59,7,4,7,5,7,"あまり注意を払っていない","どちらかと言えば支持している","ハト派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスには影響はない","どちらでもない","そう思わない","どちらでもない","そう思う","そう思わない","そう思わない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はなかったはずだ","２","２","５","４","３","５","５","３","５","４","３","２","２","５","４","５","自衛隊の早期撤退","アメリカ主導の平和維持活動","7","1999年","女性","大学卒業","ないかもしれない。かもしれない"
2021-01-21 23:29:28,2021-01-21 23:31:53,100,144,TRUE,2021-01-21 23:31:53,"JA","同意する",0,7,2,30,13,23,2,25,"やや注意を払っている","どちらかと言えば支持していない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスを上げる影響をもつ","そう思う","そう思う","そう思う","そう思う","そう思う","そう思う","国際社会の上位5パーセント","授権決議はあったはずだ","３","３","４","３","４","４","３","４","３","３","３","６","６","４","６","５","どれでもない","どれでもない","5 (中間)","1969年","女性","大学卒業","難しい"
2021-01-21 23:13:33,2021-01-21 23:32:04,100,1110,TRUE,2021-01-21 23:32:04,"JA","同意する",9,62,7,59,33,45,60,57,"かなり注意を払っている","まったく支持していない","タカ派","どちらかといえば同意しない","どちらかといえば同意しない","どちらかといえば同意する","今よりも更に低くなっている。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスを上げる影響をもつ","そう思う","そう思う","そう思う","どちらでもない","そう思う","そう思う","国際社会の上位16～29パーセント","わからない","ステータスを下げる影響がある","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はあったはずだ","４","３","４","４","６","４","３","３","６","６","６","６","５","６","５","７　完全に同意する／賛成する","中東のB国への自衛隊派遣","どれでもない","5 (中間)","1963年","女性","高校・高専・専門学校・短大卒業","国際的なステータスと言われれば自衛隊の派遣も必要だと思うが、それだけで隊員を紛争地域に送れる法律はまだ整っていないはず。その理由で政府の自衛隊派遣は同意できないを選択した。"
2021-01-21 23:07:58,2021-01-21 23:32:07,100,1448,TRUE,2021-01-21 23:32:07,"JA","同意する",5,5,0,50,40,5,50,5,"あまり注意を払っていない","まったく支持していない","わからない","どちらかといえば同意する","どちらかといえば同意する","どちらかといえば同意する","変わらないか、あるいは低くなるように思う。
詳しいことは何も知らないが、拠出金が多いから他の大国は仕方なく受け入れてるけど、それがなければ総スカンを食らいそうな気がする。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスには影響はない","どちらでもない","どちらでもない","そう思わない","そう思う","そう思う","どちらでもない","国際社会の上位6～15パーセント","わからない","４","５","５","３","４","４","４","４","４","４","７　完全に同意する／賛成する","５","５","４","４","６","中東のB国への自衛隊派遣","国連主導の平和維持活動","6","1978年","男性","高校・高専・専門学校・短大卒業",NA
2021-01-21 23:27:30,2021-01-21 23:32:24,100,293,TRUE,2021-01-21 23:32:25,"JA","同意する",23,20,19,18,19,29,42,26,"やや注意を払っている","どちらかと言えば支持している","タカ派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスを上げる影響をもつ","そう思う","そう思う","そう思う","どちらでもない","そう思わない","どちらでもない","国際社会の上位6～15パーセント","支持する","ステータスには影響はない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はなかったはずだ","４","４","５","３","４","４","３","２","１　全く同意しない／反対する","４","５","５","４","２","４","４","アジアのC国への自衛隊派遣","国連主導の平和維持活動","3","1965年","男性","大学卒業","あちえなてなについてですけれど‼️と思ったのでとりあえずですけれど"
2021-01-21 23:21:47,2021-01-21 23:32:32,100,644,TRUE,2021-01-21 23:32:32,"JA","同意する",0,10,0,30,38,0,0,0,"あまり注意を払っていない","わからない","わからない","強く同意する","どちらかといえば同意しない","どちらかといえば同意する","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスを下げる影響がある","どちらでもない","そう思う","そう思わない","そう思わない","どちらでもない","そう思う","わからない","授権決議はなかったはずだ","１　全く同意しない／反対する","７　完全に同意する／賛成する","１　全く同意しない／反対する","５","４","３","２","５","４","４","７　完全に同意する／賛成する","６","４","４","４","４","中東のB国への自衛隊派遣,自衛隊の早期撤退","アメリカ主導の平和維持活動","8","1966年","男性","高校・高専・専門学校・短大卒業","特になし"
2021-01-21 23:30:18,2021-01-21 23:32:50,100,151,TRUE,2021-01-21 23:32:50,"JA","同意する",30,60,25,65,50,31,60,60,"やや注意を払っている","どちらかと言えば支持している","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスには影響はない","そう思う","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","国際社会の上位6～15パーセント","支持する","ステータスを上げる影響をもつ","国際社会の上位6～15パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","４","４","４","４","４","４","４","４","４","４","４","４","４","４","４","どれでもない","どれでもない","5 (中間)","1966年","男性","高校・高専・専門学校・短大卒業","なし"
2021-01-21 23:22:24,2021-01-21 23:32:52,100,627,TRUE,2021-01-21 23:32:52,"JA","同意する",5,70,0,82,95,6,50,18,"やや注意を払っている","どちらかと言えば支持している","わからない","どちらかといえば同意する","どちらかといえば同意しない","どちらかといえば同意する","国民の公共性がなくなり、地位は低下する。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスを上げる影響をもつ","どちらでもない","そう思う","どちらでもない","そう思わない","そう思わない","どちらでもない","国際社会の50パーセント以下","支持する","ステータスには影響はない","国際社会の50パーセント以下",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","３","２","４","２","５","２","２","２","６","６","６","６","６","６","３","４","中東のB国への自衛隊派遣,自衛隊の派遣継続","どれでもない","5 (中間)","1948年","男性","大学卒業","特になし"
2021-01-21 23:30:29,2021-01-21 23:33:05,100,155,TRUE,2021-01-21 23:33:05,"JA",NA,29,55,41,36,40,54,62,68,"やや注意を払っている","どちらかと言えば支持している","ハト派","どちらかといえば同意しない","どちらかといえば同意しない","どちらかといえば同意する","わからない","支持しない","ステータスには影響はない","どちらでもない","どちらでもない","そう思う","どちらでもない","そう思う","そう思う","国際社会の上位6～15パーセント","支持する","ステータスを上げる影響をもつ","国際社会の上位6～15パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はなかったはずだ","４","４","４","４","４","４","６","４","６","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","６","５","５","自衛隊の早期撤退","アメリカ主導の平和維持活動","4","1975年","男性","大学卒業","得になし"
2021-01-21 23:29:28,2021-01-21 23:33:12,100,224,TRUE,2021-01-21 23:33:13,"JA","同意する",0,0,0,0,0,0,50,0,"やや注意を払っている","どちらかと言えば支持している","タカ派","どちらかといえば同意する","わからない","わからない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","ステータスには影響はない","どちらでもない","どちらでもない","どちらでもない","そう思う","そう思う","そう思う","わからない","わからない","ステータスには影響はない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","５","３","４","４","４","４","４","４","４","４","４","４","４","４","４","４","どれでもない","どれでもない","5 (中間)","1945年以前","女性","大学卒業","とても良かった"
2021-01-21 23:28:19,2021-01-21 23:33:27,100,307,TRUE,2021-01-21 23:33:27,"JA","同意する",0,61,30,54,36,40,1,5,"やや注意を払っている","まったく支持していない","ハト派","強く同意しない","強く同意しない","強く同意する","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスには影響はない","そう思わない","そう思わない","そう思わない","そう思う","そう思う","そう思わない","国際社会の50パーセント以下","支持しない","ステータスを下げる影響がある","国際社会の50パーセント以下",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","１　全く同意しない／反対する","１　全く同意しない／反対する","２","１　全く同意しない／反対する","３","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","自衛隊の派遣継続","どれでもない","5 (中間)","1980年","女性","高校・高専・専門学校・短大卒業",NA
2021-01-21 23:26:18,2021-01-21 23:33:37,100,439,TRUE,2021-01-21 23:33:37,"JA","同意する",10,50,51,50,50,50,69,52,"あまり注意を払っていない","どちらかと言えば支持していない","ハト派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスには影響はない","そう思う","どちらでもない","そう思わない","どちらでもない","どちらでもない","そう思う","国際社会の上位30～49パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はなかったはずだ","４","３","４","２","２","３","２","３","４","４","５","５","５","４","４","５","中東のB国への自衛隊派遣,自衛隊の派遣継続","アメリカ主導の平和維持活動","5 (中間)","1994年","女性","大学卒業","とても良いアンケートでした。"
2021-01-21 23:24:14,2021-01-21 23:33:39,100,565,TRUE,2021-01-21 23:33:40,"JA","同意する",40,99,28,100,100,50,49,49,"かなり注意を払っている","どちらかと言えば支持している","ハト派",NA,NA,NA,NA,"わからない","ステータスには影響はない","どちらでもない","そう思う","どちらでもない","どちらでもない","そう思わない","そう思わない","国際社会の上位30～49パーセント","支持する","ステータスには影響はない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はあったはずだ","２","３","２","３","３","４","６","３","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","中東のB国への自衛隊派遣","国連主導の平和維持活動","5 (中間)","1945年以前","男性","高校・高専・専門学校・短大卒業","日頃考えない設問でした。
モットー真剣に自分の考えを持つべきと想いましたら。"
2021-01-21 23:28:28,2021-01-21 23:33:43,100,314,TRUE,2021-01-21 23:33:43,"JA","同意する",1,51,50,56,55,1,51,49,"やや注意を払っている","まったく支持していない","タカ派","どちらかといえば同意する","強く同意しない","どちらかといえば同意する","低くなる
もしくは今と変わらない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスを下げる影響がある","そう思う","そう思う","どちらでもない","どちらでもない","そう思う","どちらでもない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はあったはずだ","４","１　全く同意しない／反対する","４","４","７　完全に同意する／賛成する","２","１　全く同意しない／反対する","４","４","４","５","５","６","５","５","５","中東のB国への自衛隊派遣","国連主導の平和維持活動","6","1968年","女性","高校・高専・専門学校・短大卒業","とくにない"
2021-01-21 23:27:09,2021-01-21 23:33:45,100,395,TRUE,2021-01-21 23:33:45,"JA","同意する",31,54,31,53,42,68,60,60,"あまり注意を払っていない","どちらかと言えば支持していない","わからない","どちらかといえば同意しない","どちらかといえば同意しない","どちらかといえば同意する","わからない","わからない","ステータスには影響はない","どちらでもない","そう思う","どちらでもない","どちらでもない","そう思う","どちらでもない","国際社会の上位30～49パーセント","支持する","ステータスには影響はない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","２","３","３","４","３","４","５","５","５","４","６","５","６","３","６","５","中東のB国への自衛隊派遣,自衛隊の派遣継続","国連主導の平和維持活動","答えたくない","1995年","女性","高校・高専・専門学校・短大卒業",NA
2021-01-21 23:23:43,2021-01-21 23:33:57,100,614,TRUE,2021-01-21 23:33:58,"JA","同意する",59,57,58,59,55,53,56,63,"かなり注意を払っている","どちらかと言えば支持していない","わからない","どちらかといえば同意する","わからない","わからない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスを下げる影響がある","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","わからない","わからない","５","５","５","５","５","５","５","５","５","５","５","５","５","５","５","５","どれでもない","どれでもない","5 (中間)","1949年","女性","高校・高専・専門学校・短大卒業",NA
2021-01-21 23:26:00,2021-01-21 23:33:59,100,479,TRUE,2021-01-21 23:33:59,"JA","同意する",30,30,21,30,30,9,42,41,"あまり注意を払っていない","どちらかと言えば支持していない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスには影響はない","そう思わない","そう思わない","どちらでもない","そう思う","そう思う","そう思わない","国際社会の上位6～15パーセント","支持する","ステータスを上げる影響をもつ","国際社会の上位6～15パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","３","３","５","３","６","４","６","５","５","４","６","５","５","２","４","７　完全に同意する／賛成する","自衛隊の早期撤退,自衛隊の派遣継続","国連主導の平和維持活動","5 (中間)","1969年","女性","高校・高専・専門学校・短大卒業","よく読まないと引っ掛かりそう"
2021-01-21 23:27:42,2021-01-21 23:34:12,100,389,TRUE,2021-01-21 23:34:12,"JA","同意する",10,50,70,50,50,26,49,40,"あまり注意を払っていない","まったく支持していない","ハト派","どちらかといえば同意しない","どちらかといえば同意しない","どちらかといえば同意する","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスには影響はない","そう思う","そう思う","そう思わない","そう思わない","そう思う","そう思わない","国際社会の上位6～15パーセント","支持しない","ステータスには影響はない","国際社会の上位6～15パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はなかったはずだ","１　全く同意しない／反対する","１　全く同意しない／反対する","５","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","３","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","５","７　完全に同意する／賛成する","７　完全に同意する／賛成する","５","７　完全に同意する／賛成する","中東のB国への自衛隊派遣,自衛隊の早期撤退","アメリカ主導の平和維持活動","6","1987年","女性","大学卒業","特にない"
2021-01-21 23:24:37,2021-01-21 23:34:18,100,580,TRUE,2021-01-21 23:34:18,"JA","同意する",20,76,48,93,100,32,30,8,"わからない","わからない","タカ派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","ステータスを上げる影響をもつ","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","わからない","わからない","２","１　全く同意しない／反対する","２","１　全く同意しない／反対する","３","１　全く同意しない／反対する","７　完全に同意する／賛成する","３","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","７　完全に同意する／賛成する","４","５","中東のB国への自衛隊派遣","国連主導の平和維持活動","答えたくない","2000年以降","女性","大学在学中・中退","質問に答えやすかったです。"
2021-01-21 23:30:18,2021-01-21 23:34:22,100,243,TRUE,2021-01-21 23:34:22,"JA","同意する",49,57,50,55,61,49,59,59,"やや注意を払っている","どちらかと言えば支持していない","わからない","どちらかといえば同意しない","どちらかといえば同意しない","どちらかといえば同意する","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持しない","ステータスには影響はない","どちらでもない","どちらでもない","どちらでもない","そう思う","どちらでもない","どちらでもない","国際社会の上位16～29パーセント","支持しない","ステータスには影響はない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","４","４","３","４","４","４","４","４","４","４","４","４","４","４","４","どれでもない","どれでもない","5 (中間)","1985年","女性","高校・高専・専門学校・短大卒業","特になしこ"
