"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","LocationLatitude","LocationLongitude","UserLanguage","consent","fav_China","fav_France","fav_Korea","fav_UK","fav_US","fav_Russia","fav_UN","fav_WHO","interest","leader_sup","hawk_dove","priming_1","priming_2","priming_3","priming_4","DV1_G1","DV2_G1","DV3_G1","DV4_G1","DV5_G1","DV6_G1","DV7_G1","DV8_G1","DV9_G1","DV10_G1","DV11_G1","DV12_G1","DV1_G2","DV2_G2","DV3_G2","DV4_G2","DV5_G2","DV6_G2","DV7_G2","DV8_G2","DV9_G2","DV10_G2","DV11_G2","DV12_G2","DV1_G3","DV2_G3","DV3_G3","DV4_G3","DV5_G3","DV6_G3","DV7_G3","DV8_G3","DV9_G3","DV10_G3","DV11_G3","DV12_G3","DV1_G4","DV2_G4","DV3_G4","DV4_G4","DV5_G4","DV6_G4","DV7_G4","DV8_G4","DV9_G4","DV10_G4","DV11_G4","DV12_G4","DV1_G5","DV2_G5","DV3_G5","DV4_G5","DV5_G5","DV6_G5","DV7_G5","DV8_G5","DV9_G5","DV1_G6","DV2_G6","DV3_G6","DV4_G6","DV5_G6","DV6_G6","DV7_G6","DV8_G6","DV9_G6","knowledge","SDO1","SDO2","SDO3","SDO4","SDO5","SDO6","SDO7","SDO8","SDO9","SDO10","SDO11","SDO12","SDO13","SDO14","SDO15","SDO16","check1","check2","liberal","age","gender","education","free_writing"
2021-01-21 23:28:34,2021-01-22 00:13:50,100,2715,TRUE,2021-01-22 00:13:50,35.1495971679688,136.909393310547,"JA","Agree",1,1,1,1,1,1,1,1,"Some attention","Somewhat Disapprove","Dove","Strongly Agree","Strongly Agree","Strongly Agree","低くならない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Have an impact of increasing status","Neither","Neither","Neither","Neither","Neither","Neither","Among the top 5% of international society","Support","Have an impact of increasing status","Among the top 5% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","7","7","7","4","4","4","4","4","4","4","4","4","4","4","4","4","None of the above","Neither","0","After 2000","female","Elementary school or Junior high school","簡単"
2021-01-22 00:26:29,2021-01-22 00:27:55,100,85,TRUE,2021-01-22 00:27:55,34.7299957275391,135.291107177734,"JA","Agree",100,100,100,100,100,100,100,100,"A lot of attention","Strongly Approve","Hawk","Strongly Agree","Strongly Agree","Strongly Agree","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Have an impact of increasing status","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","Among the top 5% of international society","Support","Have an impact of increasing status","Among the top 5% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","Do not want to answer","1952","Do not want to answer","Two-year college",NA
2021-01-22 00:38:39,2021-01-22 00:40:09,100,90,TRUE,2021-01-22 00:40:09,29.9494934082031,-90.1203994750977,"JA","Agree",78,51,69,60,41,61,65,48,"Some attention","Somewhat Approve","Hawk","Strongly Agree","Somewhat Agree","Somewhat Agree","test","Do not know","Have an impact of increasing status","Neither","Yes, I think so","Neither","No, I do not think so","Neither","Yes, I think so","Among the top 6 to 15% of international society","Do not support","Do not have an impact","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","3","4","5","3","2","5","3","4","2","3","4","5","6","4","2","3","SDF Troops deployment to state C in Asia","US-led peacekeeping mission","8","1993","Do not want to answer","Studying at a graduate school","test"
2021-01-22 00:59:16,2021-01-22 01:01:08,100,111,TRUE,2021-01-22 01:01:08,35.13330078125,137.016693115234,"JA","Agree",71,33,34,60,42,34,11,35,"Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Have an impact of decreasing status","Neither","Neither","Neither","Neither","Neither","Neither","Do not know","Do not know","7","7","7","7","7","7","7","7","7","7","7","7","5","4","1","7","None of the above","Neither","9","1946","female","Graduated from a four-year college","とても楽しかった"
2021-01-22 00:58:36,2021-01-22 01:01:10,100,153,TRUE,2021-01-22 01:01:10,35.6468048095703,139.654602050781,"JA","Agree",18,25,19,12,12,28,15,17,"Limited attention","Somewhat Disapprove","Do not know","Do not know","Do not know","Do not know","知らねぇよ","Do not want to answer","Have an impact of decreasing status","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","No, I do not think so","Do not know","Do not want to answer","Have an impact of decreasing status","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","7","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","None of the above","Neither","0","After 2000","female","Two-year college","分かりません🥺"
2021-01-22 00:59:45,2021-01-22 01:01:51,100,126,TRUE,2021-01-22 01:01:52,35.1717987060547,136.972503662109,"JA","Agree",17,21,100,100,100,100,62,100,"A lot of attention","Do not know","Hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Do not have an impact","Neither","Neither","No, I do not think so","Yes, I think so","Neither","No, I do not think so","Among the top 6 to 15% of international society","Do not know","1","2","4","5","1","4","3","2","2","6","5","4","5","1","1","7","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","2","1999","female","Elementary school or Junior high school",NA
2021-01-22 01:00:07,2021-01-22 01:02:41,100,154,TRUE,2021-01-22 01:02:42,39.6900024414062,140.137512207031,"JA","Agree",32,66,31,54,35,59,58,56,"Limited attention","Somewhat Disapprove","Do not know","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","分からない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Yes, I think so","Yes, I think so","Neither","Yes, I think so","Neither","Neither","Among the top 16 to 29% of international society","Support","Do not have an impact","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","3","3","3","4","5","4","5","3","4","4","5","4","5","5","7","5","SDF continuing troop deployment","UN-led peacekeeping mission","Do not want to answer","1995","female","Two-year college","特になし"
2021-01-22 01:01:26,2021-01-22 01:03:18,100,112,TRUE,2021-01-22 01:03:18,35.6900024414062,139.690002441406,"JA","Agree",21,30,27,35,45,27,34,91,"Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","分かった",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Do not have an impact","No, I do not think so","Neither","Neither","Neither","Neither","Neither","Among the top 5% of international society","Do not know","Do not have an impact","Below 50% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","5","4","5","5","3","5","4","5","5","5","4","5","4","4","4","6","None of the above","Neither","5","1984","Do not want to answer","Two-year college","おけ"
2021-01-22 00:57:25,2021-01-22 01:03:50,100,385,TRUE,2021-01-22 01:03:50,34.4416046142578,135.397003173828,"JA","Agree",0,85,0,52,70,0,0,0,"Some attention","Somewhat Approve","Hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Do not have an impact","Yes, I think so","Neither","Neither","Neither","Yes, I think so","Neither","Below 50% of international society","There must not have been a resolution","4","6","5","5","6","7","7","6","3","2","5","4","3","2","7","6","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","3","1984","female","Two-year college","難しい問題ですがずっと課題になっていることかと思います。
戦争は良くないけど軍事力は多少あるべきだと思います。"
2021-01-22 01:00:53,2021-01-22 01:04:30,100,217,TRUE,2021-01-22 01:04:30,35.6705017089844,139.483184814453,"JA","Agree",0,69,0,62,63,75,66,61,"Some attention","Strongly Disapprove","Dove",NA,NA,NA,NA,"Support","Have an impact of increasing status","Yes, I think so","Yes, I think so","Yes, I think so","Neither","Yes, I think so","Yes, I think so","Among the top 6 to 15% of international society","Support","Have an impact of increasing status","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","SDF Troops deployment to state B in the Middle East,SDF continuing troop deployment","Neither","7","1999","male","Graduated from a four-year college",NA
2021-01-22 01:04:29,2021-01-22 01:05:50,100,80,TRUE,2021-01-22 01:05:50,35.6900024414062,139.690002441406,"JA","Agree",45,59,59,37,48,54,71,18,"Some attention","Do not know","Hawk","Strongly Disagree","Somewhat Disagree","Somewhat Agree","やはまはたらまさたはたららまはま",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not support","Have an impact of decreasing status","Neither","Neither","Neither","No, I do not think so","Yes, I think so","Yes, I think so","Among the top 16 to 29% of international society","Do not support","Do not have an impact","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","3","3","4","4","6","7","5","6","5","5","3","1","3","2","4","3","DF Troops deployment to state B in the Middle East","Neither","8","1951","male","Studying at a graduate school","たはまらた、とばはた"
2021-01-22 01:05:46,2021-01-22 01:05:53,100,6,TRUE,2021-01-22 01:05:53,35.6900024414062,139.690002441406,"JA","Do not agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-22 00:59:56,2021-01-22 01:06:24,100,387,TRUE,2021-01-22 01:06:24,35.6900024414062,139.690002441406,"JA","Agree",23,70,58,100,83,22,35,33,"Some attention","Strongly Disapprove","Dove",NA,NA,NA,NA,"Support","Have an impact of increasing status","Yes, I think so","Yes, I think so","Neither","No, I do not think so","Neither","Yes, I think so","Below 50% of international society","Support","Have an impact of increasing status","Among the top 30 to 49% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","3","4","3","2","2","5","5","6","5","4","5","6","6","6","6","5","SDF continuing troop deployment","UN-led peacekeeping mission","2","1956","male","Graduated from a four-year college",NA
2021-01-22 01:00:09,2021-01-22 01:06:37,100,388,TRUE,2021-01-22 01:06:38,35.9067993164062,140.658294677734,"JA","Agree",30,60,60,40,50,50,30,30,"Some attention","Somewhat Approve","Dove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Yes, I think so","Neither","No, I do not think so","No, I do not think so","Neither","No, I do not think so","Among the top 6 to 15% of international society","Support","Do not have an impact","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","2","1","7","5","6","1","1","2","7","7","7","5","4","6","3","6","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","6","1993","female","Two-year college",NA
2021-01-22 01:04:08,2021-01-22 01:06:40,100,152,TRUE,2021-01-22 01:06:41,35.7234954833984,139.534790039062,"JA","Agree",44,100,59,100,87,100,100,100,"Some attention","Somewhat Approve","Dove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Have an impact of increasing status","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Among the top 16 to 29% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","None of the above","Neither","Do not want to answer","1996","female","Graduated from a four-year college","特にないです"
2021-01-22 01:03:22,2021-01-22 01:06:59,100,216,TRUE,2021-01-22 01:06:59,35.4078979492188,139.603302001953,"JA","Agree",49,86,44,82,77,50,78,61,"A lot of attention","Somewhat Approve","Dove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Have an impact of decreasing status","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Neither","No, I do not think so","Below 50% of international society","Do not support","Have an impact of decreasing status","Below 50% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","5","4","3","5","4","4","5","4","5","5","4","4","5","4","4","5","SDF Troops deployment to state C in Asia","UN-led peacekeeping mission","4","1985","male","Graduated from a four-year college","とくに意見はありません。"
2021-01-22 01:03:24,2021-01-22 01:07:59,100,275,TRUE,2021-01-22 01:08:00,34.6455993652344,133.821411132812,"JA","Agree",0,0,43,0,1,0,100,28,"Do not know","Do not know","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Have an impact of increasing status","No, I do not think so","Neither","Neither","No, I do not think so","Neither","Neither","Do not know","Do not want to answer","Do not have an impact","Among the top 5% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","7","7","7","7","4","3","4","7","7","7","7","7","7","7","6","7","None of the above","Neither","Do not want to answer","1999","Do not want to answer","Two-year college","楽しかったまたやりたい"
2021-01-22 01:08:24,2021-01-22 01:08:30,100,5,TRUE,2021-01-22 01:08:30,34.9667053222656,136.966705322266,"JA","Do not agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-22 01:05:59,2021-01-22 01:09:09,100,189,TRUE,2021-01-22 01:09:09,35.6900024414062,139.690002441406,"JA","Agree",0,100,0,99,100,96,96,100,"A lot of attention","Strongly Approve","Dove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not have an impact","Neither","Neither","Neither","Yes, I think so","Neither","Neither","Do not know","Do not know","Have an impact of increasing status","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","3","4","4","3","3","4","2","4","2","3","2","4","2","4","5","7","SDF continuing troop deployment","US-led peacekeeping mission","4","1999","Do not want to answer","Graduated from a graduate school",NA
2021-01-22 01:03:40,2021-01-22 01:09:10,100,330,TRUE,2021-01-22 01:09:10,38.222900390625,140.907196044922,"JA","Agree",0,60,80,80,60,30,13,18,"Some attention","Somewhat Disapprove","Dove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Neither","Neither","Neither","Neither","Yes, I think so","Neither","Among the top 6 to 15% of international society","There must have been a resolution","4","1","4","4","6","2","2","3","4","4","3","4","4","4","3","5","DF Troops deployment to state B in the Middle East","Neither","8","1978","female","Two-year college","難しい問題。内戦には参加はさせないが周りの人たちの手助けは自衛隊にはして欲しい"
2021-01-22 00:58:45,2021-01-22 01:09:35,100,650,TRUE,2021-01-22 01:09:35,34.6710052490234,135.485290527344,"JA","Agree",34,60,36,73,61,49,49,61,"Limited attention","Somewhat Disapprove","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Have an impact of increasing status","Neither","Neither","Neither","Yes, I think so","Yes, I think so","Neither","Below 50% of international society","Do not know","Do not have an impact","Below 50% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","5","5","6","6","3","4","4","5","4","4","4","3","4","4","4","5","None of the above","Neither","6","1999","female","Studying at a four-year college",NA
2021-01-22 01:01:15,2021-01-22 01:09:41,100,505,TRUE,2021-01-22 01:09:41,35.4333038330078,136.783294677734,"JA","Agree",19,37,45,44,53,30,55,34,"A lot of attention","Somewhat Approve","Hawk","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","上昇志向のない今のままでは低下する一方だと思う。",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Neither","Yes, I think so","Neither","Yes, I think so","Yes, I think so","Neither","Among the top 30 to 49% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must have been a resolution","3","1","4","1","4","4","4","4","4","3","6","5","4","4","1","6","DF Troops deployment to state B in the Middle East","UN-led peacekeeping mission","7","1977","female","Two-year college","どちら寄りかという個人の意見を集めることに正直、余り意味を感じません。ただ国としては、国際社会に対してどうあるべきか、指針ははっきり示すべきだと思います。"
2021-01-22 01:06:37,2021-01-22 01:11:42,100,304,TRUE,2021-01-22 01:11:42,35.6900024414062,139.690002441406,"JA","Agree",10,100,90,30,30,10,50,70,"Do not know","Somewhat Approve","Dove","Do not know","Do not know","Somewhat Agree","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Do not have an impact","Neither","Yes, I think so","Neither","No, I do not think so","No, I do not think so","Neither","Do not know","Do not know","7","4","4","1","6","5","2","5","3","5","2","6","3","6","3","2","DF Troops deployment to state B in the Middle East","Neither","Do not want to answer","After 2000","Do not want to answer","Elementary school or Junior high school","ダイヤちょうだいよ？"
2021-01-22 01:03:29,2021-01-22 01:11:45,100,495,TRUE,2021-01-22 01:11:45,37.0485992431641,137.859313964844,"JA","Agree",25,70,30,70,50,50,70,50,"Some attention","Somewhat Approve","Dove","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","国際的な影響力は徐々に弱まってると感じるので、今後は低くなると思います",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Neither","Neither","Neither","No, I do not think so","Yes, I think so","No, I do not think so","Among the top 6 to 15% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","1","1","1","1","7","1","1","4","7","7","5","5","7","6","4","5","DF Troops deployment to state B in the Middle East","Neither","8","1982","male","Graduated from a four-year college","答えにくい難しい質問でした"
2021-01-22 01:09:00,2021-01-22 01:12:09,100,188,TRUE,2021-01-22 01:12:09,35.6900024414062,139.690002441406,"JA","Agree",0,51,0,52,52,0,52,51,"Limited attention","Somewhat Disapprove","Hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support","Do not have an impact","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Among the top 5% of international society","Support","Do not have an impact","Among the top 5% of international society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","None of the above","Neither","9","1958","male","Studying at a four-year college","特になし"
2021-01-22 01:08:43,2021-01-22 01:12:35,100,232,TRUE,2021-01-22 01:12:35,34.9667053222656,136.966705322266,"JA","Agree",0,86,100,14,72,23,0,0,"Do not know","Somewhat Disapprove","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not have an impact","Neither","Yes, I think so","No, I do not think so","Neither","Neither","Yes, I think so","Among the top 16 to 29% of international society","Do not want to answer","Do not have an impact","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","5","5","3","5","3","6","5","2","5","5","3","4","5","4","7","7","None of the above","Neither","Do not want to answer","1996","female","Two-year college",NA
2021-01-22 01:08:01,2021-01-22 01:12:40,100,278,TRUE,2021-01-22 01:12:41,34.9790954589844,138.385314941406,"JA","Agree",0,0,0,0,0,0,0,0,"Do not know","Do not know","Do not know","Do not know","Somewhat Disagree","Somewhat Agree","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Have an impact of decreasing status","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Yes, I think so","Do not know","Do not know","1","1","1","7","1","1","7","7","7","7","6","7","7","7","1","7","None of the above","Neither","Do not want to answer","1969","female","Elementary school or Junior high school",NA
2021-01-22 01:09:36,2021-01-22 01:13:27,100,230,TRUE,2021-01-22 01:13:27,34.7084045410156,135.009002685547,"JA","Agree",98,100,100,100,100,100,100,100,"A lot of attention","Somewhat Approve","Dove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not want to answer","Do not have an impact","Neither","Neither","Neither","Neither","Neither","Neither","Do not know","Do not want to answer","Do not have an impact","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There must not have been a resolution","4","4","4","4","4","5","4","3","2","5","6","4","3","5","1","7","None of the above","Neither","5","After 2000","female","High school",NA
